x,y,dist_center,temperature,pm25,traffic,encroachment_index,green_cover,heat_risk_index,predicted_heat_risk,lat,lon
0,13,21.18962010041709,31.54585299072319,24.16705786463113,152,0.5867511656638482,20.137504691783658,14.154043910719706,14.118940684013053,12.983333333333334,80.1
0,14,20.8806130178211,33.18865536943644,44.19102105597643,140,0.2962735057040824,34.520050508261846,14.820313920963384,14.784842710670036,12.98974358974359,80.1
0,15,20.615528128088304,30.21726124809464,26.332178611137024,235,0.0055221171236023,35.9186389585871,13.457933081046011,13.41950271532039,12.996153846153847,80.1
0,16,20.39607805437113,33.89298809478812,48.87748459593357,262,0.7901755405312056,38.57826994375989,14.956329202543298,15.014803105478832,13.002564102564103,80.1
0,17,20.223748416156685,34.058847809624275,41.73602063664804,140,0.9149596755437808,9.67894475325364,15.348339968551468,15.34449067642853,13.00897435897436,80.1
0,18,20.09975124224178,32.75267992996346,51.64768645504524,132,0.0635583502860236,34.54374162664165,14.52802677037034,14.56195521317128,13.015384615384615,80.1
0,19,20.024984394500787,31.341746758716,28.03793375919329,198,0.5912977877077271,13.320748185508062,14.125231804935092,14.10272342438967,13.021794871794873,80.1
0,20,20.0,33.68682761550002,23.157126216341187,326,0.1195942459383017,24.04855562134277,14.941182548183054,15.004553859211086,13.028205128205128,80.1
0,21,20.024984394500787,34.46069452035872,47.95595463895942,317,0.2359849197489557,21.11704918542238,15.53702574072848,15.469316984585484,13.034615384615385,80.1
0,22,20.09975124224178,32.082673922986125,43.32892440488929,278,0.0314291856867342,4.239584605033568,14.46628364444959,14.489228045018011,13.04102564102564,80.1
0,23,20.223748416156685,30.883061732920726,50.42491617339421,195,0.6955160864261275,36.671994796713314,13.668347417139008,13.705015102606383,13.047435897435898,80.1
0,24,20.39607805437113,33.466279575481074,29.71884229412462,242,0.7555511385430487,6.531446930222645,15.106418923127013,15.098664740148475,13.053846153846154,80.1
0,25,20.615528128088304,31.81803600206463,34.98242956415464,165,0.6243540481337932,28.262662179270755,14.160946098785663,14.172998938579427,13.060256410256411,80.1
0,26,20.8806130178211,32.12854762487005,36.838341031902274,383,0.8036720768991145,30.56023926728917,14.42244756703127,14.329897737421136,13.066666666666666,80.1
0,27,21.18962010041709,35.117274205345524,41.75553293954832,330,0.906828441545754,31.18507471666895,15.74253309232648,15.729872006439315,13.073076923076924,80.1
0,28,21.54065922853801,34.35191476752043,26.886757742488907,220,0.8180147659224931,8.642308162509568,15.438194051507232,15.448185189200627,13.07948717948718,80.1
0,29,21.93171219946131,29.11382153862786,43.45517943888766,264,0.6924360328902703,19.344948267779024,13.109042755682852,13.055195990746691,13.085897435897436,80.1
0,30,22.36067977499789,31.75755315064257,31.826458448771707,259,0.5187906217433661,32.73501046518929,14.09851884504276,14.141856611040698,13.092307692307692,80.1
0,31,22.825424421026653,31.72668600835044,54.039587386592935,151,0.2468760628386012,14.838772363256412,14.24102813896657,14.25457467702159,13.09871794871795,80.1
0,32,23.323807579381203,34.79628091352797,50.04986880702632,200,0.2848404943774676,20.371203638113226,15.643837985883028,15.629547517576055,13.105128205128205,80.1
0,33,23.853720883753127,33.34620756801216,35.67390719451987,229,0.4110370133182313,13.402786244494605,15.062695566357297,15.004900079284749,13.111538461538462,80.1
0,34,24.413111231467404,33.100524558544635,37.58619868355788,225,0.1448948720912231,20.099299625986347,14.808796538268528,14.849227427025392,13.117948717948718,80.1
0,35,25.0,33.759731446279964,39.92619850055427,346,0.6721355474058786,34.344327290750805,15.020432886518485,15.058941545328803,13.124358974358975,80.1
0,36,25.6124969497314,32.11762068855116,47.73140855889249,354,0.8031397563798959,19.15934808614693,14.443663346384316,14.406765237321215,13.13076923076923,80.1
0,37,26.248809496813376,33.84668022042474,39.78119125661235,339,0.7983451249845511,22.76192059760121,15.120113743718534,15.182179387027096,13.137179487179488,80.1
0,38,26.90724809414742,33.38751159972968,28.02912936661697,358,0.5908929431882418,17.349169915607924,15.061723834756783,15.022759456012276,13.143589743589743,80.1
0,39,27.586228448267445,31.053316275814176,40.68562974806027,298,0.1743664290049914,19.6141014121164,13.882598962959888,13.909538759117462,13.15,80.1
1,0,27.586228448267445,32.000175071062664,55.4993440501754,228,1.8756901170392808,4.39109696662476,14.452086075534709,14.45631619316645,12.9,80.10641025641026
1,1,26.87005768508881,32.08713079660977,46.771860655820994,397,1.4579416277151556,12.94609284861596,14.554693885769703,14.512963798183696,12.906410256410258,80.10641025641026
1,2,26.1725046566048,34.87441614920822,45.26448161334696,159,1.460829174830409,19.48536026096385,15.6478545439559,15.655750537342817,12.912820512820513,80.10641025641026
1,3,25.495097567963924,34.77548329004136,41.5242086225926,108,1.478871352592182,26.64289415974552,15.62272215575291,15.526915651122303,12.91923076923077,80.10641025641026
1,4,24.839484696748443,34.46620331915948,44.71707291526979,251,1.6045081271221902,19.496817569386227,15.453637614506974,15.477103157654,12.925641025641026,80.10641025641026
1,5,24.20743687382041,34.49136852343337,57.88593857325462,211,0.1014715428660321,15.76859651625474,15.645666325379482,15.578536129601169,12.932051282051283,80.10641025641026
1,6,23.600847442411894,33.4422918901078,27.83145107640761,262,0.6519612595026005,17.273455737045502,15.026508253404748,15.021556191107432,12.938461538461539,80.10641025641026
1,7,23.021728866442675,34.2528380406422,30.4550273803858,388,0.4938937151834346,11.54026652201633,15.387198200247818,15.408214789305044,12.944871794871796,80.10641025641026
1,8,22.47220505424423,32.42981996240958,28.87502645670552,234,0.7209399242521293,36.18729989709185,14.355712572637213,14.394066869583895,12.951282051282051,80.10641025641026
1,9,21.95449840010015,33.72490270293839,21.134719542143618,121,0.2439896433790835,22.65601290268201,14.979995520197567,15.021321033048409,12.957692307692309,80.10641025641026
1,10,21.470910553583888,32.95789296355804,43.41151974816644,363,0.6311386259972629,3.654330885524309,14.85175651368252,14.895179794643068,12.964102564102564,80.10641025641026
1,11,21.02379604162864,33.07069263989829,54.53534077157317,383,0.6689240596630996,3.765619044684131,14.956166831480262,14.974470731030792,12.970512820512822,80.10641025641026
1,12,20.615528128088304,32.47109762192887,45.03597064144817,246,0.5720041992091831,37.82365722332146,14.377575668697654,14.439189059836908,12.976923076923077,80.10641025641026
1,13,20.248456731316587,32.99504785689284,41.90598705114523,145,0.9148643902204484,12.025781198063576,14.712177249310646,14.808275290773182,12.983333333333334,80.10641025641026
1,14,19.92485884517128,32.810044358936075,47.40340817947739,280,0.5722924691708383,31.79629010850102,14.675825404400934,14.653973494509955,12.98974358974359,80.10641025641026
1,15,19.6468827043885,31.558065567451138,34.03102668437248,260,0.3169220051562776,5.739635554620107,14.283838776655193,14.268030404341337,12.996153846153847,80.10641025641026
1,16,19.4164878389476,33.29196500814269,27.54261221288012,322,0.8442131407263114,35.63069578430922,14.811226120096345,14.837051860789916,13.002564102564103,80.10641025641026
1,17,19.235384061671343,33.91443802943654,29.197991299595145,250,0.140084015236524,34.35459512833374,15.021997507607658,15.037850620315112,13.00897435897436,80.10641025641026
1,18,19.1049731745428,34.54138392202071,40.51360859479635,372,0.8486697949246744,23.128260685208016,15.562476797256858,15.514687135930505,13.015384615384615,80.10641025641026
1,19,19.026297590440446,33.57927408328093,32.71820750636667,138,0.2935918442644933,4.624953004913952,15.136062580886415,15.15428058673614,13.021794871794873,80.10641025641026
1,20,19.0,33.72255290081299,45.13785950912209,112,0.0815941804002403,13.463380590816817,15.116570404880456,15.096528049432647,13.028205128205128,80.10641025641026
1,21,19.026297590440446,32.117397532860096,38.72265171536114,242,0.375582952639944,18.02879265894628,14.419853290324747,14.398741900473404,13.034615384615385,80.10641025641026
1,22,19.1049731745428,33.20278285589115,31.44071082170632,150,0.4655980181324601,20.35224408616466,14.864184415821532,14.867725973111082,13.04102564102564,80.10641025641026
1,23,19.235384061671343,30.279024445612823,43.57304541936634,157,0.0305002499390494,14.63375654968302,13.478071410988472,13.50595066225977,13.047435897435898,80.10641025641026
1,24,19.4164878389476,31.63114398150355,36.65182752605266,363,0.7699935530986108,4.33817538859355,14.304754696029116,14.317324867577554,13.053846153846154,80.10641025641026
1,25,19.6468827043885,33.80670865281343,27.2912819312396,295,0.8420230750119814,24.179459207428973,15.11667636248335,15.108683080558336,13.060256410256411,80.10641025641026
1,26,19.92485884517128,32.43446060362286,27.087838868638173,243,0.9758520794625346,22.130413369316457,14.482628071325475,14.510238425643518,13.066666666666666,80.10641025641026
1,27,20.248456731316587,29.974708956579416,41.86454314769428,244,0.3988209014447945,13.68502224001772,13.416194711543632,13.438129715998882,13.073076923076924,80.10641025641026
1,28,20.615528128088304,35.42024909779361,35.66058400989948,328,0.18433367433137,4.689158864936229,15.937963122571071,15.966933831237004,13.07948717948718,80.10641025641026
1,29,21.02379604162864,32.84761372860409,32.06494982327389,228,0.1732943200708457,38.670796552767904,14.593125884436793,14.540312072872323,13.085897435897436,80.10641025641026
1,30,21.470910553583888,32.36112756093776,33.46670767426288,225,0.0938732900812917,20.74451653892421,14.524828771234716,14.48462623117751,13.092307692307692,80.10641025641026
1,31,21.95449840010015,33.504317543118404,62.44806606010563,291,0.5543540525114007,30.0051484620927,14.96245278044345,14.971780206487436,13.09871794871795,80.10641025641026
1,32,22.47220505424423,31.133362603508367,58.43715797751846,175,0.5660372104940763,19.95599122679674,13.991955157878907,14.009053339844858,13.105128205128205,80.10641025641026
1,33,23.021728866442675,32.13107994214522,37.36594155132727,146,0.0407288023189701,5.78096018020295,14.469933303735363,14.463364270038896,13.111538461538462,80.10641025641026
1,34,23.600847442411894,33.84577151433994,47.74634053429337,303,0.0171611018317502,14.3210260779925,15.193740487095074,15.240599717049404,13.117948717948718,80.10641025641026
1,35,24.20743687382041,34.259010416481004,45.99896633711006,199,0.1732018699100151,15.208854935206544,15.40988772273565,15.391337161492707,13.124358974358975,80.10641025641026
1,36,24.839484696748443,30.24953187750095,26.9980715840656,109,0.949145731591386,33.79735164171556,13.354301617219589,13.391949735359772,13.13076923076923,80.10641025641026
1,37,25.495097567963924,32.788161707047095,45.24609000630509,349,0.933436308079483,26.1530492299956,14.76724794100704,14.694739129396911,13.137179487179488,80.10641025641026
1,38,26.1725046566048,38.08917523993969,40.84163521007921,103,0.6158511643899138,14.125046627381549,17.038375736007385,16.784842513668814,13.143589743589743,80.10641025641026
1,39,26.87005768508881,33.85960508135747,49.26232542885034,251,0.6771683423829817,37.61589841306801,15.075044726189574,15.052114714991172,13.15,80.10641025641026
2,0,26.90724809414742,31.79375886997884,42.04282942001329,278,2.0,14.8639641339255,14.304136733214971,14.303180792075269,12.9,80.1128205128205
2,1,26.1725046566048,35.014151360780424,44.46890144774068,267,2.0,38.60319090400521,15.570546895960852,15.565398486501357,12.906410256410258,80.1128205128205
2,2,25.45584412271571,33.694280007738335,33.77300480179406,189,1.5189756302937614,38.92072926095921,15.018232103572236,14.962674491351647,12.912820512820513,80.1128205128205
2,3,24.75883680627989,32.35389470489768,48.496020970210246,295,1.8928903586919392,10.217368121135964,14.462103453971404,14.553621479927491,12.91923076923077,80.1128205128205
2,4,24.08318915758459,33.99831272535993,38.1610826227198,316,2.0,14.365939066594006,15.31196750042739,15.3074149660832,12.925641025641026,80.1128205128205
2,5,23.43074902771996,31.92804493500289,34.39818959803031,291,0.5759245752580846,20.556546946962897,14.28977784449522,14.312809603191416,12.932051282051283,80.1128205128205
2,6,22.80350850198276,32.2173076014449,43.82799467150787,195,0.3408035402530178,27.268523490176182,14.413874081847638,14.39089745283285,12.938461538461539,80.1128205128205
2,7,22.20360331117452,35.43946982931771,35.60482124525723,316,0.2382361524039794,21.901660715132977,15.881269731384052,15.867010991804111,12.944871794871796,80.1128205128205
2,8,21.633307652783937,34.03094403871326,17.458413204823845,183,0.8264574661077416,38.01545141962899,15.072318909020437,15.070706427248249,12.951282051282051,80.1128205128205
2,9,21.095023109728988,34.07768061242889,36.89733243406544,276,0.0534852967473689,28.959620748249204,15.148403656340856,15.240432641788932,12.957692307692309,80.1128205128205
2,10,20.591260281974,33.61762584869759,38.75474752406316,322,0.950607146937556,10.811569728404104,15.115189620647923,15.150345179063589,12.964102564102564,80.1128205128205
2,11,20.12461179749811,35.87470704963486,50.65227082546918,168,0.2932107716980645,7.838414257477341,16.34211604485819,16.266104732210394,12.970512820512822,80.1128205128205
2,12,19.697715603592208,34.79227016284747,28.03339530786478,152,0.7915790437258485,28.334045174827484,15.53451411767696,15.52867724553557,12.976923076923077,80.1128205128205
2,13,19.313207915827967,31.916940528653523,39.91182953754193,322,0.05587115467735,8.935835406326705,14.452259439878985,14.402436389437868,12.983333333333334,80.1128205128205
2,14,18.97366596101028,33.435460772612345,56.7529324966822,245,0.9686519439741348,31.34368941175139,14.911092433600778,14.936234310860891,12.98974358974359,80.1128205128205
2,15,18.68154169226941,34.2675535260292,44.96064233225875,352,0.8384807637639851,14.126283354111791,15.38699058402534,15.410354488104948,12.996153846153847,80.1128205128205
2,16,18.43908891458577,30.762762050778694,36.165124738052384,382,0.7062422271564962,14.53126420694623,13.878508624415254,13.866618351958314,13.002564102564103,80.1128205128205
2,17,18.24828759089466,34.64394588715812,35.226182694246795,316,0.5918887388212843,3.797943733632919,15.562561727760704,15.608943844283978,13.00897435897436,80.1128205128205
2,18,18.110770276274835,34.8952943449689,30.45609871427005,374,0.7771469159274368,27.665394348326423,15.5568138255594,15.579581862059433,13.015384615384615,80.1128205128205
2,19,18.027756377319943,29.84577391640779,55.70032280542672,118,0.1111974823061513,8.374441357264002,13.452044603610451,13.46662206584272,13.021794871794873,80.1128205128205
2,20,18.0,32.44651363688554,39.95437171009704,319,0.5714730252050106,30.45582021122313,14.521064944651808,14.50414006437027,13.028205128205128,80.1128205128205
2,21,18.027756377319943,34.17930452021302,47.68339454305004,100,0.681039427096909,21.71537376710224,15.324060360143749,15.321784626153509,13.034615384615385,80.1128205128205
2,22,18.110770276274835,32.095920474826855,25.800383670083097,216,0.9632225394406112,31.369793523409925,14.24967804981442,14.266691889893446,13.04102564102564,80.1128205128205
2,23,18.24828759089466,33.24855310226036,40.12592400781795,328,0.2529901679892411,23.797428871920943,14.905315071979652,14.900763568568337,13.047435897435898,80.1128205128205
2,24,18.43908891458577,32.21407483379408,42.17206477893065,146,0.6293986381352625,7.155164520664677,14.51209888013566,14.530040790369226,13.053846153846154,80.1128205128205
2,25,18.68154169226941,32.28616378220092,58.5996700648693,153,0.5843143119231002,31.03283178468141,14.45815032898008,14.401205771040484,13.060256410256411,80.1128205128205
2,26,18.97366596101028,32.78228539460625,49.763091264811024,255,0.3356600647969632,6.167981971316241,14.828537354429008,14.822699274441062,13.066666666666666,80.1128205128205
2,27,19.313207915827967,33.65974686625307,29.59149846720104,235,0.3533522280260528,20.579560219926627,15.154443539399544,15.05927613134519,13.073076923076924,80.1128205128205
2,28,19.697715603592208,31.846186787849064,41.50393786476208,140,0.2599498628542627,10.332222495073715,14.321797445210589,14.34736595489396,13.07948717948718,80.1128205128205
2,29,20.12461179749811,32.263890448526986,39.50520447216802,300,0.3095276162863277,29.831731229225973,14.454447702921128,14.3803252005507,13.085897435897436,80.1128205128205
2,30,20.591260281974,33.88658427958888,49.70523820013211,145,0.0762003795991631,36.18069297321443,15.07517108392389,15.045507234247538,13.092307692307692,80.1128205128205
2,31,21.095023109728988,32.870568031750174,46.4889324125355,296,0.6134151959357899,22.9144157175396,14.694397924786404,14.718289024298848,13.09871794871795,80.1128205128205
2,32,21.633307652783937,34.13202981268282,38.677005560575374,341,0.55158787254407,21.74515530047132,15.429569548229445,15.330802161650029,13.105128205128205,80.1128205128205
2,33,22.20360331117452,32.64556551033482,28.301829678289906,164,0.4803700818663546,30.918711871396628,14.586656522987097,14.524629931413973,13.111538461538462,80.1128205128205
2,34,22.80350850198276,32.21649665794757,54.36183468077766,382,0.5690814691657476,3.267758454150452,14.61985683821512,14.60444072763594,13.117948717948718,80.1128205128205
2,35,23.43074902771996,33.499562089800214,35.156243080306965,296,0.9997176732861306,35.64155249223063,14.935961339906823,14.905105792063528,13.124358974358975,80.1128205128205
2,36,24.08318915758459,33.2120250074565,40.46980593764742,152,0.944765729882428,11.15070859818961,14.889942188370767,14.940304616979349,13.13076923076923,80.1128205128205
2,37,24.75883680627989,32.56284363309513,46.228499323474985,177,0.2050453285065249,38.55916093391831,14.403284728056274,14.418790628885418,13.137179487179488,80.1128205128205
2,38,25.45584412271571,32.00001115705391,30.63754971722044,359,0.2286428055034627,28.97388817861618,14.330527432353522,14.27600193584334,13.143589743589743,80.1128205128205
2,39,26.1725046566048,34.89929545399594,55.413709969181824,194,0.113557592199629,31.128790169523484,15.58047007902933,15.592307832816813,13.15,80.1128205128205
3,0,26.248809496813376,33.67594100396534,60.47398921130238,217,2.0,26.88210431307623,15.06521950614699,15.030052262320154,12.9,80.11923076923077
3,1,25.495097567963924,34.68036365887097,34.30673869451222,335,1.760937971535386,19.83321139748061,15.53875086394508,15.564683663389388,12.906410256410258,80.11923076923077
3,2,24.75883680627989,32.86449561759539,49.71570950954356,211,1.680045967018475,23.95196926764079,14.72009939640916,14.70412465259153,12.912820512820513,80.11923076923077
3,3,24.04163056034261,35.2972718961725,36.10089608990222,165,2.0,5.799101010529397,15.905283317009372,15.907492754790876,12.91923076923077,80.11923076923077
3,4,23.345235059857504,33.51746044771324,48.0265225560743,325,1.550587558806597,25.2135828301205,14.907486839057444,15.02353131963988,12.925641025641026,80.11923076923077
3,5,22.67156809750927,30.53726874922712,54.44338791981811,348,0.5139894891598108,25.17343356954664,13.75220205385414,13.704103897521708,12.932051282051283,80.11923076923077
3,6,22.02271554554524,32.37106403321314,53.34445640864136,346,0.5236022760150112,34.46202790906333,14.428403194294392,14.398908133148112,12.938461538461539,80.11923076923077
3,7,21.40093455903269,34.52298945489265,46.45732788723247,237,0.9265876251614944,21.51297251005768,15.56727198631128,15.527004079339688,12.944871794871796,80.11923076923077
3,8,20.808652046684813,30.48535894330151,39.44452301103381,168,0.980032575285477,6.860053093012136,13.662089997692371,13.755658364424216,12.951282051282051,80.11923076923077
3,9,20.248456731316587,29.91125968650601,39.10879960487212,334,0.5796499344717384,14.046857216872842,13.37018718921647,13.40917555550261,12.957692307692309,80.11923076923077
3,10,19.72308292331602,33.71379531358571,19.374743260882504,250,0.1280458389577724,26.697029424001112,15.017560613211204,14.989301884959705,12.964102564102564,80.11923076923077
3,11,19.235384061671343,31.309891345812897,44.876732749232936,283,0.4116612143575281,11.959060196301238,14.1549745569479,14.10808050860616,12.970512820512822,80.11923076923077
3,12,18.788294228055936,33.00496871352921,50.73682012098752,259,0.1723198712016298,13.523473764939032,14.80202351252651,14.843371341021191,12.976923076923077,80.11923076923077
3,13,18.384776310850235,32.12385238798385,32.07127167737656,121,0.0887025337570556,33.11141557262987,14.20703602354399,14.247264583004185,12.983333333333334,80.11923076923077
3,14,18.027756377319943,32.74084227893416,29.647576775806257,145,0.3642698610480754,24.72619061169481,14.629384334027378,14.613194930364106,12.98974358974359,80.11923076923077
3,15,17.72004514666935,35.83308995670805,40.35263551971729,172,0.092290586228746,21.93846011207504,16.028221057694854,16.075666466075006,12.996153846153847,80.11923076923077
3,16,17.46424919657298,35.819591910321,38.027783291464765,155,0.8735786241067772,15.370818838203151,16.10909651436958,16.119708359957126,13.002564102564103,80.11923076923077
3,17,17.26267650163207,34.14016522198237,33.79636277464448,212,0.5972780822554306,29.522481257656167,15.20456175584859,15.218321052686266,13.00897435897436,80.11923076923077
3,18,17.11724276862369,32.89148936142781,43.15635976681239,155,0.4845229851910213,14.295145207151023,14.799735204360667,14.763651465673714,13.015384615384615,80.11923076923077
3,19,17.029386365926403,30.57868272499849,53.66874267444525,315,0.7205160613914648,29.22222311754613,13.731973132169228,13.683323534749892,13.021794871794873,80.11923076923077
3,20,17.0,33.45032845561056,32.15488106186697,337,0.7496162320085874,5.768551809360471,15.042692068361683,15.104027688419151,13.028205128205128,80.11923076923077
3,21,17.029386365926403,31.096816667558684,23.409084116123434,291,0.2692432309493809,33.80394695537293,13.87056654084376,13.824426220522035,13.034615384615385,80.11923076923077
3,22,17.11724276862369,32.57550445459057,39.52209122626462,372,0.2114480069965446,20.624826218157647,14.527782990390762,14.625706777498928,13.04102564102564,80.11923076923077
3,23,17.26267650163207,31.70329636940237,36.49210754827131,244,0.3429268642782602,19.12778058446395,14.240745199751006,14.220139362526906,13.047435897435898,80.11923076923077
3,24,17.46424919657298,29.608190375920376,36.08965998769508,332,0.4984421989290573,24.72581940396736,13.30679597888754,13.285300645251844,13.053846153846154,80.11923076923077
3,25,17.72004514666935,33.00205471880489,31.38715798671736,133,0.5577422659504374,26.181722551369464,14.69219863161143,14.705154018303949,13.060256410256411,80.11923076923077
3,26,18.027756377319943,35.12053871060924,59.86136406226883,141,0.2837759057987244,8.916231191149844,15.88107817037826,15.883992084254071,13.066666666666666,80.11923076923077
3,27,18.384776310850235,35.01283671943536,26.90350709988102,325,0.2443531554646545,29.843175643567463,15.589287736863394,15.60023686127715,13.073076923076924,80.11923076923077
3,28,18.788294228055936,29.82072312694105,39.7852503762534,388,0.0075343631340747,12.7174904282522,13.465312730559187,13.463486213487265,13.07948717948718,80.11923076923077
3,29,19.235384061671343,32.03613359065326,27.411579584478048,211,0.1606813732595556,35.61866580594699,14.103023540645708,14.161297422535624,13.085897435897436,80.11923076923077
3,30,19.72308292331602,32.097563259807494,31.36009230320184,194,0.0556534893569753,32.65477321951914,14.27821308489979,14.269763391181003,13.092307692307692,80.11923076923077
3,31,20.248456731316587,34.2086491432833,41.45204060285458,233,0.9750671629451424,15.954311453716198,15.38794203094552,15.386543632796023,13.09871794871795,80.11923076923077
3,32,20.808652046684813,35.733179437292684,39.254923534688274,161,0.9293759891275858,32.46587526202501,15.982841640965727,15.911609912454994,13.105128205128205,80.11923076923077
3,33,21.40093455903269,36.13502746247509,56.19612155437311,272,0.7694929331919369,16.113667475496648,16.308357368488686,16.300215071711648,13.111538461538462,80.11923076923077
3,34,22.02271554554524,32.2543002723729,29.97953276371266,374,0.1995069273383197,6.663168857261423,14.551947046524164,14.55426491146478,13.117948717948718,80.11923076923077
3,35,22.67156809750927,33.457369377158976,57.08995663188834,100,0.6106200424416326,38.16608835539978,14.881452079999146,14.882556303301126,13.124358974358975,80.11923076923077
3,36,23.345235059857504,34.12515044115894,23.3847993773104,238,0.932014342256934,26.6510705325404,15.149194700351716,15.2016867093153,13.13076923076923,80.11923076923077
3,37,24.04163056034261,34.52497639359199,23.151278610322606,277,0.4542679722190996,19.57848343319071,15.542227787454134,15.500493502407153,13.137179487179488,80.11923076923077
3,38,24.75883680627989,36.233454075578415,59.83992127684935,112,0.6845715478798333,18.36206730358639,16.30847232707501,16.306054853401964,13.143589743589743,80.11923076923077
3,39,25.495097567963924,36.85957228672569,33.95585521868288,193,0.106699250113436,15.39968669903924,16.455236913771923,16.482060642063637,13.15,80.11923076923077
4,0,25.6124969497314,33.95789876051503,46.43802601704319,236,1.405001810053237,38.17066584001952,15.106756397656008,15.084950647748268,12.9,80.12564102564102
4,1,24.839484696748443,34.24412566247249,38.10792340504323,159,2.0,8.921154279581758,15.438792253907232,15.431979090742756,12.906410256410258,80.12564102564102
4,2,24.08318915758459,33.71056345099203,35.881230338775325,369,1.999537130919516,14.17317706221989,15.128068508635977,15.140078418098678,12.912820512820513,80.12564102564102
4,3,23.345235059857504,32.503613190625934,44.58710171559013,177,1.7230654247691193,21.10741740989322,14.5640695706095,14.583850341608736,12.91923076923077,80.12564102564102
4,4,22.62741699796952,34.438057905046016,36.73976467832159,188,1.8829820634171324,20.789984076900897,15.37755791546714,15.41692651543896,12.925641025641026,80.12564102564102
4,5,21.93171219946131,35.755152590439465,36.01626609823052,387,0.4626797856696064,19.562826954274524,15.978161754297806,15.998568056315662,12.932051282051283,80.12564102564102
4,6,21.2602916254693,34.640404142280964,31.56455037754529,242,0.5774862709061257,9.942433554063363,15.56322852910272,15.574372158013958,12.938461538461539,80.12564102564102
4,7,20.615528128088304,31.21502466780036,23.86589344449208,203,0.2290253909247963,9.05763844883252,14.050575806232535,14.030733311405225,12.944871794871796,80.12564102564102
4,8,20.0,29.566408114600502,54.32481917452506,166,0.6277080530714179,13.086865521501702,13.358772770818726,13.281287492693773,12.951282051282051,80.12564102564102
4,9,19.4164878389476,31.65861432133033,35.99627126832447,114,0.8786291153734382,36.43841538307196,14.044005911869972,14.048008582599694,12.957692307692309,80.12564102564102
4,10,18.867962264113206,35.50213540221219,39.67669749074886,256,0.1516748797327511,7.676853874207855,16.06039226043109,16.008254180280574,12.964102564102564,80.12564102564102
4,11,18.35755975068582,31.280792331594085,31.82998560739106,388,0.0335324347357793,29.569878618066365,13.98476365641959,13.988890501385448,12.970512820512822,80.12564102564102
4,12,17.88854381999832,35.15908415968935,44.02034480046922,222,0.7546352918601166,30.404193759668,15.636696600193291,15.712155634911207,12.976923076923077,80.12564102564102
4,13,17.46424919657298,33.003765302048656,30.526586200578755,327,0.4570002192816783,31.70696413640417,14.733376315895988,14.700112289920687,12.983333333333334,80.12564102564102
4,14,17.08800749063506,32.937134189159664,65.05689209641972,235,0.1499174273487737,34.856542114627445,14.722848850726177,14.685866958125612,12.98974358974359,80.12564102564102
4,15,16.76305461424021,33.97363565568004,30.778346758223748,229,0.0122030723180445,13.06126621386256,15.35425634866264,15.28184457509424,12.996153846153847,80.12564102564102
4,16,16.492422502470642,34.82027897002716,59.99317206249804,381,0.2517990589069527,10.954581424411373,15.750570855879795,15.748723460791368,13.002564102564103,80.12564102564102
4,17,16.278820596099706,31.22636292553441,34.87085625028585,137,0.227350983029987,20.60769832846179,13.906023708911617,13.96754276713834,13.00897435897436,80.12564102564102
4,18,16.1245154965971,30.287036851827168,33.94936924008097,317,0.5862298320167972,12.693120906321266,13.59986009671134,13.634672891755043,13.015384615384615,80.12564102564102
